px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.64596	-9.5394	-2.65482	-1.96896	-1.01945	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.156472
4.7367	-9.39617	-2.68258	-2.04514	-1.03766	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.53154
4.77676	-9.25172	-2.72333	-2.06126	-0.982122	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.38067
4.8748	-9.10453	-2.7624	-2.1288	-0.993348	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.49983
4.98824	-8.98834	-2.7517	-2.21561	-1.03426	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.0191
5.0961	-8.86386	-2.77105	-2.27947	-1.03995	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.12729
5.16231	-8.73469	-2.77749	-2.29086	-0.977363	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.32744
5.28414	-8.60697	-2.81581	-2.35052	-0.981182	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.37638
5.35999	-8.48291	-2.8107	-2.36042	-0.920636	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.14541
5.47062	-8.37447	-2.81258	-2.40934	-0.919068	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0141417
5.50528	-8.25337	-2.77649	-2.36433	-0.787703	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.7237
5.61601	-8.13858	-2.8112	-2.40153	-0.784289	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.376534
5.72623	-8.02396	-2.82036	-2.43312	-0.768981	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.502851
5.84803	-7.91159	-2.83928	-2.47096	-0.764364	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.197128
5.96816	-7.80927	-2.84294	-2.50539	-0.75417	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.183062
6.10745	-7.70627	-2.87182	-2.54613	-0.752516	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.190872
6.19307	-7.60551	-2.8366	-2.53684	-0.681395	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.63593
6.31938	-7.50913	-2.86578	-2.5662	-0.676131	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.277462
6.42018	-7.40271	-2.8293	-2.55945	-0.609811	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	3.2326
6.55325	-7.30681	-2.84435	-2.58789	-0.604748	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.138567
6.65062	-7.21791	-2.81023	-2.58447	-0.552111	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	2.28457
6.77139	-7.12295	-2.83247	-2.60187	-0.542288	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.472473
6.88841	-7.04628	-2.82875	-2.62321	-0.535127	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.169057
7.00234	-6.97145	-2.82159	-2.64434	-0.530404	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.209109
7.11986	-6.88516	-2.79488	-2.6513	-0.49867	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	1.06124
7.25823	-6.80233	-2.80861	-2.67306	-0.493105	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.121691
7.34385	-6.7118	-2.7392	-2.64757	-0.41725	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	5.16523
7.46219	-6.62851	-2.7523	-2.65777	-0.407201	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.403091
7.57954	-6.56062	-2.7437	-2.67036	-0.395405	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.12941
7.69554	-6.48944	-2.74299	-2.68341	-0.389371	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.210134
7.84684	-6.44468	-2.80453	-2.73746	-0.44463	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.48037
7.97471	-6.38078	-2.81063	-2.75394	-0.439198	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.107427
8.05384	-6.28922	-2.65633	-2.70377	-0.322654	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	15.5858
8.18375	-6.21063	-2.66598	-2.71117	-0.312814	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.311672
8.26899	-6.11515	-2.56629	-2.67072	-0.227751	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	7.81941
8.39043	-6.03132	-2.57591	-2.67074	-0.215975	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.431812
8.54102	-5.97992	-2.63851	-2.71312	-0.264975	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.2384
8.67141	-5.90233	-2.64989	-2.71687	-0.254715	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.276685
8.79628	-5.83234	-2.64115	-2.72051	-0.242387	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.476157
8.93742	-5.74619	-2.67292	-2.71933	-0.228175	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.449092
9.0188	-5.65944	-2.57949	-2.67814	-0.151225	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	6.21109
9.14286	-5.56677	-2.61735	-2.66652	-0.132623	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.755145
9.25536	-5.48618	-2.58358	-2.65089	-0.0995086	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1.09779
9.37766	-5.40096	-2.59379	-2.64481	-0.0886891	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.286055
9.43452	-5.28209	-2.44131	-2.56077	0.0413473	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	17.3657
9.55309	-5.17477	-2.47638	-2.54013	0.0587783	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.627143
9.65061	-5.07717	-2.4562	-2.51147	0.0928962	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1.13183
9.76337	-4.95895	-2.4945	-2.48487	0.112915	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.855575
9.87043	-4.86705	-2.49019	-2.46784	0.12914	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.46532
9.97736	-4.7524	-2.51727	-2.44429	0.144238	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.507674
10.0675	-4.66031	-2.51581	-2.42638	0.156865	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.326026
10.1652	-4.54337	-2.55277	-2.40044	0.173319	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.679358
10.2418	-4.42188	-2.52105	-2.3503	0.228662	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.51588
10.3417	-4.28458	-2.56408	-2.31812	0.246371	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.816914
10.4478	-4.18311	-2.58815	-2.32078	0.220226	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0.98726
10.5494	-4.04417	-2.63189	-2.2928	0.234423	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.626851
10.6525	-3.93533	-2.64856	-2.28925	0.219557	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.292519
10.7492	-3.80513	-2.67329	-2.26788	0.227835	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.211382
10.8484	-3.68968	-2.68317	-2.2575	0.224818	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.112032
10.9447	-3.54303	-2.72465	-2.23141	0.237057	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.514261
10.9917	-3.39445	-2.67542	-2.15407	0.330661	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.82621
11.0689	-3.24298	-2.70752	-2.12235	0.342687	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.439573
11.1153	-3.09329	-2.69255	-2.0643	0.396489	10.9851	-2.95299	11.1	-3	0.909905	2.72971	2.1477
11.1806	-2.93583	-2.7241	-2.03021	0.407268	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.401848
11.1728	-2.75818	-2.68885	-1.9126	0.544052	11.0233	-2.67356	11.15	-2.7	0	2.72847	12.5543
11.2063	-2.60414	-2.69728	-1.87119	0.554107	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.411466
11.2121	-2.43652	-2.7024	-1.78717	0.633246	11.2541	-2.42353	11.15	-2.4	0	2.72732	4.21337
11.2276	-2.28561	-2.70077	-1.74394	0.640673	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.287505
11.3242	-2.18219	-2.67139	-1.81536	0.48071	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	17.6082
11.3572	-2.01609	-2.70599	-1.78283	0.485228	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.298032
11.3061	-1.84202	-2.69709	-1.65066	0.642644	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	17.2182
11.3031	-1.68163	-2.71048	-1.60625	0.650331	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.312142
11.3043	-1.53067	-2.71386	-1.56751	0.655009	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0294687
11.295	-1.37348	-2.72415	-1.52691	0.658718	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0927179
11.2398	-1.20689	-2.75965	-1.43056	0.749493	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	5.87934
11.2056	-1.05715	-2.7577	-1.3837	0.754543	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.13335
11.0885	-0.882119	-2.84718	-1.24011	0.90626	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	16.131
11.0193	-0.735557	-2.84649	-1.18176	0.913844	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.298273
10.9561	-0.594252	-2.83784	-1.13431	0.9076	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.227194
10.8789	-0.451751	-2.84363	-1.08022	0.911069	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.0922388
10.7082	-0.305339	-3.02113	-0.925097	1.07646	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	23.7895
10.6038	-0.201924	-3.00111	-0.862743	1.08511	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.25911
10.5134	-0.0945568	-2.92905	-0.822846	1.05244	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.74936
10.391	-0.019675	-2.8748	-0.748577	1.07085	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.988643
10.2471	0.0777259	-2.92542	-0.664339	1.1085	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1.9569
10.1056	0.119	-2.86038	-0.577339	1.13717	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.71913
9.96061	0.189491	-2.8704	-0.502499	1.15304	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.614571
9.80834	0.209603	-2.8182	-0.41009	1.18411	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.53541
9.70139	0.236407	-2.64429	-0.354661	1.1609	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	5.94181
9.56352	0.249541	-2.6109	-0.272845	1.18061	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.593296
9.42557	0.2761	-2.61507	-0.20332	1.18733	9.56225	0.148577	9.4	0.15	-2.72659	0	0.494973
9.27826	0.263143	-2.5918	-0.113177	1.21325	9.25348	0.150166	9.25	0.15	-2.72658	0	0.789172
9.13255	0.270085	-2.59884	-0.0424302	1.21757	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.0980653
8.98156	0.264126	-2.60553	0.0315315	1.22405	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.137052
8.83397	0.262519	-2.6443	0.093268	1.21924	8.94634	0.26481	8.8	0.25	-2.72783	0	0.517958
8.68326	0.246445	-2.65413	0.159842	1.21807	8.64483	0.254352	8.65	0.25	-2.7278	0	0.080965
8.53171	0.225787	-2.68391	0.221152	1.21164	8.46866	0.251128	8.5	0.25	-2.72395	0	0.20185
8.38465	0.203773	-2.69074	0.277028	1.20023	8.35775	0.250149	8.35	0.25	-2.72395	0	0.164208
8.23635	0.170694	-2.72836	0.330942	1.18683	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.427177
8.08678	0.126359	-2.74041	0.38943	1.17936	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.213514
7.88216	0.144639	-3.01581	0.358327	1.07055	7.74678	0.154598	7.85	0.15	-3.9992	0	22.0924
7.72713	0.101164	-3.03173	0.401164	1.05884	7.63715	0.143302	7.65	0.15	-3.99916	0	0.526021
7.62789	0.0209571	-2.89766	0.486528	1.10189	7.61982	0.157052	7.55	0.15	-1.99868	0	5.86571
7.49344	0.000863043	-2.88049	0.504486	1.06475	7.43926	0.160393	7.45	0.15	-1.99866	0	1.64475
7.33987	-0.0415699	-2.91858	0.525286	1.02089	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	1.77394
7.19876	-0.0839161	-2.89517	0.552199	0.992095	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	1.04666
7.08577	-0.172292	-2.829	0.621579	1.01518	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.7963
6.96083	-0.237043	-2.80625	0.658236	0.996609	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.503085
6.85671	-0.334768	-2.76274	0.724478	1.01489	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.865467
6.74913	-0.417391	-2.7386	0.768316	1.00362	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.288538
6.64403	-0.509253	-2.73118	0.810918	0.988513	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.362359
6.54746	-0.605688	-2.71048	0.857903	0.981804	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.168744
6.46215	-0.727911	-2.7059	0.920602	0.992139	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.290418
6.37303	-0.868853	-2.73388	0.984664	1.0007	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.312849
6.37117	-1.07726	-2.71736	1.16367	1.17981	6.35624	-1.10001	6.35	-1.1	0	-2.99522	19.7672
6.32739	-1.21272	-2.72444	1.22946	1.18598	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.147988
6.30504	-1.39356	-2.75942	1.34253	1.25326	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.5567
6.28856	-1.54424	-2.75296	1.41819	1.25996	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.244525
6.28958	-1.70741	-2.76661	1.50906	1.28874	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.959243
6.29726	-1.8544	-2.75173	1.58509	1.29453	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.19294
6.29225	-1.98277	-2.69785	1.63008	1.25465	6.38849	-2.02257	6.35	-2	0	-2.73154	1.5559
6.3135	-2.13064	-2.6958	1.70336	1.2589	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0765027
6.31323	-2.24186	-2.63008	1.73517	1.21184	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.25013
6.33638	-2.38249	-2.65013	1.79454	1.20891	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.164457
6.38009	-2.54234	-2.70783	1.87349	1.22955	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.950457
6.43199	-2.69443	-2.72741	1.94171	1.22852	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.216141
6.48209	-2.83491	-2.72378	2.00161	1.21836	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.187791
6.54704	-2.97819	-2.73847	2.06565	1.21417	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.093085
6.59464	-3.09318	-2.62207	2.10353	1.16721	6.70928	-3.32749	6.55	-3.25	0	-3.63617	5.84952
6.64081	-3.26437	-2.6877	2.13488	1.13018	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.55071
6.69939	-3.39983	-2.67631	2.17514	1.10362	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.45844
6.75199	-3.56619	-2.72909	2.19848	1.06336	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.32142
6.82053	-3.6911	-2.6908	2.2372	1.03809	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.36244
6.89763	-3.83402	-2.71992	2.27249	1.01476	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.729872
6.9992	-3.97234	-2.76845	2.31915	1.00519	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.71604
7.06544	-4.13963	-2.81361	2.32615	0.954955	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.82145
7.12452	-4.23583	-2.63694	2.34983	0.914783	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	8.82618
7.18513	-4.39116	-2.66605	2.35101	0.864709	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2.51906
7.27232	-4.51279	-2.66134	2.3786	0.843337	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.2348
7.32133	-4.67116	-2.67685	2.36493	0.783447	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	3.57276
7.43505	-4.81269	-2.80072	2.39435	0.774332	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.86722
7.49713	-4.97788	-2.81885	2.37825	0.715611	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	3.15262
7.56769	-5.08328	-2.75707	2.3908	0.689932	7.32687	-5.26205	7.4	-5.3	0.999994	-3	2.26304
7.61469	-5.24812	-2.7789	2.36056	0.625012	7.46174	-5.44979	7.45	-5.45	0.999999	-3	3.87393
7.6965	-5.36024	-2.72325	2.37605	0.60414	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.61004
7.76614	-5.51452	-2.73743	2.36259	0.557485	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	1.89737
7.84802	-5.62393	-2.66207	2.37516	0.536516	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	2.35661
7.90061	-5.78967	-2.67488	2.34399	0.476283	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	3.08384
7.98458	-5.90061	-2.64372	2.35588	0.461177	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.78438
8.05136	-6.04561	-2.65118	2.3404	0.420845	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	1.3645
8.17195	-6.17648	-2.82756	2.36059	0.425327	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	7.38399
8.23808	-6.3216	-2.83952	2.34034	0.384202	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	1.44829
8.30437	-6.41846	-2.66771	2.34264	0.360344	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	7.8024
8.36782	-6.56175	-2.66888	2.32265	0.321073	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	1.29084
8.45139	-6.67355	-2.64915	2.32843	0.308966	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.718134
8.50049	-6.83045	-2.6521	2.29304	0.257518	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	2.15886
8.61906	-6.97018	-2.77882	2.30573	0.259696	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.69084
8.67418	-7.13295	-2.78538	2.27045	0.21116	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	1.84021
8.7647	-7.25508	-2.77458	2.27428	0.203044	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.218074
8.83431	-7.39327	-2.77182	2.25928	0.177469	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.563526
8.91962	-7.50796	-2.80444	2.26414	0.174932	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.930416
8.96628	-7.6583	-2.81104	2.22983	0.132852	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	1.41116
9.02312	-7.76988	-2.69762	2.21777	0.109569	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.42017
9.06369	-7.94208	-2.71379	2.17251	0.0596126	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	1.92343
9.10768	-8.0538	-2.58625	2.15292	0.0311784	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	4.12616
9.14481	-8.1983	-2.58234	2.12083	-0.00162755	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	1.03538
9.20984	-8.3226	-2.57888	2.1142	-0.00804726	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.252312
9.25026	-8.47227	-2.58685	2.08311	-0.0375416	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.707958
9.33996	-8.61208	-2.70684	2.09444	-0.0168055	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.71956
9.39209	-8.77114	-2.72655	2.06812	-0.0410893	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.538968
9.45868	-8.9051	-2.72253	2.0618	-0.0453863	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0575825
9.50271	-9.07063	-2.74563	2.03049	-0.0729436	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.673935
9.56389	-9.20314	-2.76633	2.02449	-0.0741942	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.260764
9.6032	-9.35891	-2.79148	1.99627	-0.0975883	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.590161
9.62715	-9.48419	-2.65562	1.96103	-0.137667	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.63445
9.67	-9.63275	-2.66607	1.94135	-0.149227	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.120181
9.69814	-9.76019	-2.59034	1.91455	-0.173721	9.63311	-9.79216	9.65	-9.8	0	-2.73054	1.67987
9.71808	-9.91513	-2.6036	1.88128	-0.196278	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.424559
9.77499	-10.0492	-2.68483	1.8888	-0.170989	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.6298
9.79651	-10.1965	-2.70173	1.86166	-0.188549	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.293684
9.84353	-10.3436	-2.73103	1.85659	-0.180339	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.317688
9.87624	-10.4999	-2.74407	1.83757	-0.188921	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0987962
9.8901	-10.6351	-2.66596	1.80481	-0.219092	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.05146
9.89926	-10.7995	-2.68741	1.77173	-0.238912	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.367117
9.90342	-10.9336	-2.62663	1.73844	-0.265088	9.75887	-10.887	9.85	-11	0	-2.72395	1.31044
9.90648	-11.0949	-2.64718	1.70651	-0.281309	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.268087
9.91999	-11.2403	-2.64195	1.68621	-0.287138	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.073569
9.91031	-11.4031	-2.66327	1.6502	-0.305995	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.34601
9.9186	-11.5526	-2.66219	1.62995	-0.310466	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.173882
9.90024	-11.7122	-2.67826	1.59374	-0.328233	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.319474
9.88522	-11.84	-2.64286	1.56035	-0.35076	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.633365
9.84619	-11.9959	-2.67583	1.51543	-0.376037	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.72529
9.73915	-12.1023	-2.46047	1.38654	-0.5246	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	25.7577
9.67412	-12.2439	-2.47687	1.3315	-0.548741	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.830614
9.62381	-12.3732	-2.46287	1.285	-0.569395	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.42298
9.52172	-12.527	-2.51241	1.21162	-0.607313	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	2.0142
9.40914	-12.6233	-2.43746	1.10064	-0.715673	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	8.94555
9.30691	-12.7442	-2.47402	1.03558	-0.741507	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	1.19016
9.20083	-12.8491	-2.45394	0.952244	-0.798313	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	2.14541
9.08328	-12.9621	-2.482	0.885217	-0.818423	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.89833
8.8945	-13.0351	-2.46169	0.705908	-1.00136	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	21.3402
8.76124	-13.112	-2.47309	0.632102	-1.01795	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.868742
8.64648	-13.1763	-2.47746	0.567021	-1.03519	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.411638
8.49697	-13.2471	-2.52831	0.493677	-1.05171	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	1.34253
8.2903	-13.2609	-2.60464	0.314984	-1.22285	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	18.5664
8.16861	-13.2722	-2.57256	0.244767	-1.23306	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.822032
8.04508	-13.3035	-2.5418	0.194483	-1.20739	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	0.767202
7.89839	-13.3151	-2.54352	0.119155	-1.21536	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.3088
7.71443	-13.2979	-2.62739	-0.00342874	-1.29051	7.57824	-13.1345	7.65	-13.25	-3.62957	0	4.83797
7.54727	-13.2874	-2.65668	-0.0832173	-1.29606	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.575008
7.41602	-13.2795	-2.61572	-0.136706	-1.26975	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0.803641
7.24514	-13.257	-2.66132	-0.209156	-1.2685	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.736953
7.11572	-13.2316	-2.61051	-0.2618	-1.2413	6.97467	-13.1643	7	-13.25	-2.72703	0	1.30599
6.94863	-13.2046	-2.6605	-0.320787	-1.22897	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.659157
6.80793	-13.1574	-2.66873	-0.386325	-1.22723	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.120091
6.64536	-13.1146	-2.71352	-0.440028	-1.21141	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.584536
6.50655	-13.0414	-2.72289	-0.509414	-1.2131	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.444885
6.34528	-12.9866	-2.76874	-0.555503	-1.19113	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.756655
6.23219	-12.9266	-2.68361	-0.600166	-1.15977	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.23623
6.06958	-12.8717	-2.7349	-0.632279	-1.12754	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	1.28871
5.97097	-12.8187	-2.66108	-0.666713	-1.09861	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	2.30107
